observation_time,MAE,type,category
2004-03-12 22:42:46,0.4645281635169978,training,normal
2004-03-12 22:52:46,0.468276035452464,training,normal
2004-03-12 23:02:46,0.4756475234949669,training,normal
2004-03-12 23:12:46,0.47733267809659297,training,normal
2004-03-12 23:22:46,0.48072970065113063,training,normal
2004-03-12 23:32:46,0.4803941784335434,training,normal
2004-03-12 23:42:46,0.4881581826359617,training,normal
2004-03-12 23:52:46,0.49055154695088365,training,normal
2004-03-13 00:02:46,0.48394120019980735,training,normal
2004-03-13 00:12:46,0.47646701429975086,training,normal
2004-03-13 00:22:46,0.44687367625698593,training,normal
2004-03-13 00:32:46,0.44130146805703463,training,normal
2004-03-13 00:42:46,0.44315674430354535,training,normal
2004-03-13 00:52:46,0.446673140390619,training,normal
2004-03-13 01:02:46,0.4561528096312164,training,normal
2004-03-13 01:12:46,0.4514377350936033,training,normal
2004-03-13 01:22:46,0.4419049332960848,training,normal
2004-03-13 01:32:46,0.43728227187154756,training,normal
2004-03-13 01:42:46,0.43805502115646155,training,normal
2004-03-13 01:52:46,0.4413048124709305,training,normal
2004-03-13 02:02:46,0.4423056243676501,training,normal
2004-03-13 02:12:46,0.43682933336846275,training,normal
2004-03-13 02:22:46,0.43582219541610456,training,normal
2004-03-13 02:32:46,0.4226391583709388,training,normal
2004-03-13 02:42:46,0.4279080125547508,training,normal
2004-03-13 02:52:46,0.41810896121849167,training,normal
2004-03-13 03:02:46,0.38979349326628165,training,normal
2004-03-13 03:12:46,0.38044868556279793,training,normal
2004-03-13 03:22:46,0.383352695558719,training,normal
2004-03-13 03:32:46,0.3629214348325184,training,normal
2004-03-13 03:42:46,0.36303209778231116,training,normal
2004-03-13 03:52:46,0.36355804368669564,training,normal
2004-03-13 04:02:46,0.35971616172601634,training,normal
2004-03-13 04:12:46,0.35636972868332006,training,normal
2004-03-13 04:22:46,0.35973248033585076,training,normal
2004-03-13 04:32:46,0.3620713408887697,training,normal
2004-03-13 04:42:46,0.3626088481086229,training,normal
2004-03-13 04:52:46,0.36728752129631054,training,normal
2004-03-13 05:02:46,0.3677306324420218,training,normal
2004-03-13 05:12:46,0.3641068577896781,training,normal
2004-03-13 05:22:46,0.3624498851611,training,normal
2004-03-13 05:32:46,0.3536339428900611,training,normal
2004-03-13 05:42:46,0.35298022967827547,training,normal
2004-03-13 05:52:46,0.3534225482547628,training,normal
2004-03-13 06:02:46,0.3435485841717902,training,normal
2004-03-13 06:12:46,0.3472906490921903,training,normal
2004-03-13 06:22:46,0.35205908590233237,training,normal
2004-03-13 06:32:46,0.35009437775448105,training,normal
2004-03-13 06:42:46,0.3546677202532949,training,normal
2004-03-13 06:52:46,0.3521654697674675,training,normal
2004-03-13 07:02:46,0.3614168305695511,training,normal
2004-03-13 07:12:46,0.368185964881407,training,normal
2004-03-13 07:22:46,0.3747855250832096,training,normal
2004-03-13 07:32:46,0.38562524915316876,training,normal
2004-03-13 07:42:46,0.38274002001668883,training,normal
2004-03-13 07:52:46,0.38949504623282594,training,normal
2004-03-13 08:02:46,0.3902939210395755,training,normal
2004-03-13 08:12:46,0.39244400137034285,training,normal
2004-03-13 08:22:46,0.39532206395489256,training,normal
2004-03-13 08:32:46,0.39480187641181275,training,normal
2004-03-13 08:42:46,0.393241751349806,training,normal
2004-03-13 08:52:46,0.3933683887091978,training,normal
2004-03-13 09:02:46,0.3968394706397203,training,normal
2004-03-13 09:12:46,0.4027826224374589,training,normal
2004-03-13 09:22:46,0.41049065236272586,training,normal
2004-03-13 09:32:46,0.4280372345076817,training,normal
2004-03-13 09:42:46,0.4207714380827653,training,normal
2004-03-13 09:52:46,0.4331848440487437,training,normal
2004-03-13 10:02:46,0.4410637991090377,training,normal
2004-03-13 10:12:46,0.46125871042296995,training,normal
2004-03-13 10:22:46,0.4508792263617116,training,normal
2004-03-13 10:32:46,0.4459544916407947,training,normal
2004-03-13 10:42:46,0.4381652987717069,training,normal
2004-03-13 10:52:46,0.437966974964931,training,normal
2004-03-13 11:02:46,0.4223674777129899,training,normal
2004-03-13 11:12:46,0.4269487841436534,training,normal
2004-03-13 11:22:46,0.4255444775131254,training,normal
2004-03-13 11:32:46,0.4272153088507416,training,normal
2004-03-13 11:42:46,0.4352207133634938,training,normal
2004-03-13 11:52:46,0.4264790572282121,training,normal
2004-03-13 12:02:46,0.42304008650203384,training,normal
2004-03-13 12:12:46,0.43031745131068716,training,normal
2004-03-13 12:22:46,0.4428710417351581,training,normal
2004-03-13 12:32:46,0.4448277944731722,training,normal
2004-03-13 12:42:46,0.4506950100452317,training,normal
2004-03-13 12:52:46,0.45751744844119935,training,normal
2004-03-13 13:02:46,0.46382391494255115,training,normal
2004-03-13 13:12:46,0.45720403093182027,training,normal
2004-03-13 13:22:46,0.4543866319448215,training,normal
2004-03-13 13:32:46,0.4529902481069399,training,normal
2004-03-13 13:42:46,0.46077438714668106,training,normal
2004-03-13 13:52:46,0.4578255746269062,training,normal
2004-03-13 14:02:46,0.4686427720435526,training,normal
2004-03-13 14:12:46,0.4591134463489305,training,normal
2004-03-13 14:22:46,0.4609865666627332,training,normal
2004-03-13 14:32:46,0.4555044969204457,training,normal
2004-03-13 14:42:46,0.46381120178529567,training,normal
2004-03-13 14:52:46,0.4621103526091891,training,normal
2004-03-13 15:02:46,0.4561408503671689,training,normal
2004-03-13 15:12:46,0.4609726116857222,training,normal
2004-03-13 15:22:46,0.463044389230187,training,normal
2004-03-13 15:32:46,0.4576757963824231,training,normal
2004-03-13 15:42:46,0.4507172756970141,training,normal
2004-03-13 15:52:46,0.4534047961855766,training,normal
2004-03-13 16:02:46,0.45888380662839184,training,normal
2004-03-13 16:12:46,0.4540304641908961,training,normal
2004-03-13 16:22:46,0.45241014543286207,training,normal
2004-03-13 16:32:46,0.46390770661208447,training,normal
2004-03-13 16:42:46,0.473472734415039,training,normal
2004-03-13 16:52:46,0.47595624928349767,training,normal
2004-03-13 17:02:46,0.49419063913553063,training,normal
2004-03-13 17:12:46,0.4936048396737494,training,normal
2004-03-13 17:22:46,0.4799592356786309,training,normal
2004-03-13 17:32:46,0.4674172975390021,training,normal
2004-03-13 17:42:46,0.47320181931529587,training,normal
2004-03-13 17:52:46,0.4737053242913981,training,normal
2004-03-13 18:02:46,0.4745463248015467,training,normal
2004-03-13 18:12:46,0.4702687354227768,training,normal
2004-03-13 18:22:46,0.46037774726051756,training,normal
2004-03-13 18:32:46,0.4549858407178301,training,normal
2004-03-13 18:42:46,0.4389464568105889,training,normal
2004-03-13 18:52:46,0.4432196082548863,training,normal
2004-03-13 19:02:46,0.4508620372305151,training,normal
2004-03-13 19:12:46,0.4492760138940264,training,normal
2004-03-13 19:22:46,0.45233911346887695,training,normal
2004-03-13 19:32:46,0.42772778671085204,training,normal
2004-03-13 19:42:46,0.43292670239700504,training,normal
2004-03-13 19:52:46,0.43175118692136805,training,normal
2004-03-13 20:02:46,0.4553658142011575,training,normal
2004-03-13 20:12:46,0.4721677581319237,training,normal
2004-03-13 20:22:46,0.4825329769635218,training,normal
2004-03-13 20:32:46,0.4878013133200356,training,normal
2004-03-13 20:42:46,0.483910615024845,training,normal
2004-03-13 20:52:46,0.47703644820682334,training,normal
2004-03-13 21:02:46,0.480567028105926,training,normal
2004-03-13 21:12:46,0.48667968084597085,training,normal
2004-03-13 21:22:46,0.45771270730799724,training,normal
2004-03-13 21:32:46,0.4554754940434616,training,normal
2004-03-13 21:42:46,0.4547333699967018,training,normal
2004-03-13 21:52:46,0.4469760335343087,training,normal
2004-03-13 22:02:46,0.4391633857179673,training,normal
2004-03-13 22:12:46,0.43498947574582875,training,normal
2004-03-13 22:22:46,0.4250871416033964,training,normal
2004-03-13 22:32:46,0.42937460435009545,training,normal
2004-03-13 22:42:46,0.4232153391129629,training,normal
2004-03-13 22:52:46,0.42252840597314123,training,normal
2004-03-13 23:02:46,0.41820352687473816,training,normal
2004-03-13 23:12:46,0.4256282247016817,training,normal
2004-03-13 23:22:46,0.4244291703381118,training,normal
2004-03-13 23:32:46,0.436965650137637,training,normal
2004-03-13 23:42:46,0.4340301466172713,training,normal
2004-03-13 23:52:46,0.43534528514613763,training,normal
2004-03-14 00:02:46,0.4490285011440888,training,normal
2004-03-14 00:12:46,0.48065061821684696,training,normal
2004-03-14 00:22:46,0.48868765144718107,training,normal
2004-03-14 00:32:46,0.4843325701455398,training,normal
2004-03-14 00:42:46,0.47550358861723796,training,normal
2004-03-14 00:52:46,0.4755839645155408,training,normal
2004-03-14 01:02:46,0.48533902931482253,training,normal
2004-03-14 01:12:46,0.4799409183828845,training,normal
2004-03-14 01:22:46,0.4837842951130315,training,normal
2004-03-14 01:32:46,0.48533398329493593,training,normal
2004-03-14 01:42:46,0.48947456699364833,training,normal
2004-03-14 01:52:46,0.49941333376711844,training,normal
2004-03-14 02:02:46,0.5147166711195755,training,normal
2004-03-14 02:12:46,0.5253834110860607,training,normal
2004-03-14 02:22:46,0.5281089204125413,training,normal
2004-03-14 02:32:46,0.5245584096534337,training,normal
2004-03-14 02:42:46,0.5112472537760413,training,normal
2004-03-14 02:52:46,0.4996164760472679,training,normal
2004-03-14 03:02:46,0.48926224598995344,training,normal
2004-03-14 03:12:46,0.49724593692066454,training,normal
2004-03-14 03:22:46,0.49283769083577533,training,normal
2004-03-14 03:32:46,0.4894063386891735,training,normal
2004-03-14 03:42:46,0.47589652312856545,training,normal
2004-03-14 03:52:46,0.4621169247290004,training,normal
2004-03-14 04:02:46,0.46580548661438037,training,normal
2004-03-14 04:12:46,0.4634967440647929,training,normal
2004-03-14 04:22:46,0.4718610201643571,training,normal
2004-03-14 04:32:46,0.47193184010033906,training,normal
2004-03-14 04:42:46,0.47089620298978857,training,normal
2004-03-14 04:52:46,0.46693270269786297,training,normal
2004-03-14 05:02:46,0.46075803131433907,training,normal
2004-03-14 05:12:46,0.4653920390457926,training,normal
2004-03-14 05:22:46,0.4650001350128649,training,normal
2004-03-14 05:32:46,0.47297925695929527,training,normal
2004-03-14 05:42:46,0.4673783445690432,training,normal
2004-03-14 05:52:46,0.46905122446240033,training,normal
2004-03-14 06:02:46,0.4614254835742774,training,normal
2004-03-14 06:12:46,0.45866249576424434,training,normal
2004-03-14 06:22:46,0.4627116906752798,training,normal
2004-03-14 06:32:46,0.4620976918326857,training,normal
2004-03-14 06:42:46,0.45716487314785065,training,normal
2004-03-14 06:52:46,0.4552627974960718,training,normal
2004-03-14 07:02:46,0.4617653986570898,training,normal
2004-03-14 07:12:46,0.45406972526430034,training,normal
2004-03-14 07:22:46,0.4562672929334582,training,normal
2004-03-14 07:32:46,0.4519453831307466,training,normal
2004-03-14 07:42:46,0.4547637900602054,training,normal
2004-03-14 07:52:46,0.45457435515634875,training,normal
2004-03-14 08:02:46,0.4538510759852933,training,normal
2004-03-14 08:12:46,0.451429204459991,training,normal
2004-03-14 08:22:46,0.44984072271595316,training,normal
2004-03-14 08:32:46,0.45057864221054733,training,normal
2004-03-14 08:42:46,0.45687819131150503,training,normal
2004-03-14 08:52:46,0.45863411613003635,training,normal
2004-03-14 09:02:46,0.46660278162952307,training,normal
2004-03-14 09:12:46,0.4622809502610274,training,normal
2004-03-14 09:22:46,0.46682967508410006,training,normal
2004-03-14 09:32:46,0.45438582581285036,training,normal
2004-03-14 09:42:46,0.45498135471265855,training,normal
2004-03-14 09:52:46,0.44766620372312815,training,normal
2004-03-14 10:02:46,0.44218257906366093,training,normal
2004-03-14 10:12:46,0.4096883205303757,training,normal
2004-03-14 10:22:46,0.4050902648768928,training,normal
2004-03-14 10:32:46,0.39815374307844437,training,normal
2004-03-14 10:42:46,0.39589960978148026,training,normal
2004-03-14 10:52:46,0.39860606699966833,training,normal
2004-03-14 11:02:46,0.39790609265261634,training,normal
2004-03-14 11:12:46,0.3933694853554005,training,normal
2004-03-14 11:22:46,0.3880845853133959,training,normal
2004-03-14 11:32:46,0.3889688171662972,training,normal
2004-03-14 11:42:46,0.3818688628689888,training,normal
2004-03-14 11:52:46,0.38212609084527793,training,normal
2004-03-14 12:02:46,0.3807260945575894,training,normal
2004-03-14 12:12:46,0.38186015724248557,training,normal
2004-03-14 12:22:46,0.3805793082474806,training,normal
2004-03-14 12:32:46,0.3843504471064529,training,normal
2004-03-14 12:42:46,0.38318899908497606,training,normal
2004-03-14 12:52:46,0.3797881125744599,training,normal
2004-03-14 13:02:46,0.3719122889260981,training,normal
2004-03-14 13:12:46,0.3694224728460833,training,normal
2004-03-14 13:22:46,0.36653004099350417,training,normal
2004-03-14 13:32:46,0.3680765671971219,training,normal
2004-03-14 13:42:46,0.37317845775842723,training,normal
2004-03-14 13:52:46,0.3855742832876253,training,normal
2004-03-14 14:02:46,0.39292196955015285,training,normal
2004-03-14 14:12:46,0.3960236195463473,training,normal
2004-03-14 14:22:46,0.3930303759826191,training,normal
2004-03-14 14:32:46,0.389320323357438,training,normal
2004-03-14 14:42:46,0.3868029003322542,training,normal
2004-03-14 14:52:46,0.39333909518185844,training,normal
2004-03-14 15:02:46,0.3967662874761019,training,normal
2004-03-14 15:12:46,0.4019731784093807,training,normal
2004-03-14 15:22:46,0.40260573337576666,training,normal
2004-03-14 15:32:46,0.39834586218347545,training,normal
2004-03-14 15:42:46,0.39494173185296544,training,normal
2004-03-14 15:52:46,0.38586813825168753,training,normal
2004-03-14 16:02:46,0.3878893824359071,training,normal
2004-03-14 16:12:46,0.3904802658744416,training,normal
2004-03-14 16:22:46,0.3931936360690439,training,normal
2004-03-14 16:32:46,0.39821248570835033,training,normal
2004-03-14 16:42:46,0.3908045415681236,training,normal
2004-03-14 16:52:46,0.3998717370302501,training,normal
2004-03-14 17:02:46,0.39778151937745865,training,normal
2004-03-14 17:12:46,0.401276514397688,training,normal
2004-03-14 17:22:46,0.39478368461443675,training,normal
2004-03-14 17:32:46,0.39431469961071985,training,normal
2004-03-14 17:42:46,0.3897702008834454,training,normal
2004-03-14 17:52:46,0.3904088892810883,training,normal
2004-03-14 18:02:46,0.3940341762395534,training,normal
2004-03-14 18:12:46,0.39166999172601313,training,normal
2004-03-14 18:22:46,0.3932912341983974,training,normal
2004-03-14 18:32:46,0.48309367424296124,training,normal
2004-03-14 18:42:46,0.47716943243830934,training,normal
2004-03-14 18:52:46,0.47592735813289766,training,normal
2004-03-14 19:02:46,0.47080116357775226,training,normal
2004-03-14 19:12:46,0.47428619280838835,training,normal
2004-03-14 19:22:46,0.46987021140259033,training,normal
2004-03-14 19:32:46,0.47039823047608176,training,normal
2004-03-14 19:42:46,0.476649291439598,training,normal
2004-03-14 19:52:46,0.4840123776190496,training,normal
2004-03-14 20:02:46,0.48729746411769154,training,normal
2004-03-14 20:12:46,0.48661972041551527,training,normal
2004-03-14 20:22:46,0.48970181785610506,training,normal
2004-03-14 20:32:46,0.49632717170190127,training,normal
2004-03-14 20:42:46,0.5009602891444436,training,normal
2004-03-14 20:52:46,0.5468520758428299,training,normal
2004-03-14 21:02:46,0.5416497813884705,training,normal
2004-03-14 21:12:46,0.5491763956465551,training,normal
2004-03-14 21:22:46,0.5445841525838352,training,normal
2004-03-14 21:32:46,0.5439404971572381,training,normal
2004-03-14 21:42:46,0.5501281266778353,training,normal
2004-03-14 21:52:46,0.5500536761396755,training,normal
2004-03-14 22:02:46,0.5504857077338579,training,normal
2004-03-14 22:12:46,0.5581800148481195,training,normal
2004-03-14 22:22:46,0.5563293283900712,training,normal
2004-03-14 22:32:46,0.5606203988444562,training,normal
2004-03-14 22:42:46,0.5713642656086013,training,normal
2004-03-14 22:52:46,0.5805109527065914,training,normal
2004-03-14 23:02:46,0.5766341403434712,training,normal
2004-03-14 23:12:46,0.5746570685554482,training,normal
2004-03-14 23:22:46,0.5768335166876772,training,normal
2004-03-14 23:32:46,0.5852806437171866,training,normal
2004-03-14 23:42:46,0.582631635453998,training,normal
2004-03-14 23:52:46,0.5835977513511331,training,normal
2004-03-15 00:02:46,0.5791090220295686,training,normal
2004-03-15 00:12:46,0.5754343289627248,training,normal
2004-03-15 00:22:46,0.5757023981426701,training,normal
2004-03-15 00:32:46,0.5772370487632007,training,normal
2004-03-15 00:42:46,0.575366929799646,training,normal
2004-03-15 00:52:46,0.5791915068294874,training,normal
2004-03-15 01:02:46,0.5760175603013001,training,normal
2004-03-15 01:12:46,0.5740109696857826,training,normal
2004-03-15 01:22:46,0.5732374432258769,training,normal
2004-03-15 01:32:46,0.6560504667671317,training,normal
2004-03-15 01:42:46,0.6430318320982924,training,normal
2004-03-15 01:52:46,0.6322033707767912,training,normal
2004-03-15 02:02:46,0.6210705022581393,training,normal
2004-03-15 02:12:46,0.636758101666336,training,normal
2004-03-15 02:22:46,0.6351589026251597,training,normal
2004-03-15 02:32:46,0.6323856243885749,training,normal
2004-03-15 02:42:46,0.6364243163923435,training,normal
2004-03-15 02:52:46,0.6304029974407368,training,normal
2004-03-15 03:02:46,0.6336457181987071,training,normal
2004-03-15 03:12:46,0.6381094153233686,training,normal
2004-03-15 03:22:46,0.6402117919426467,training,normal
2004-03-15 03:32:46,0.6419748383510495,training,normal
2004-03-15 03:42:46,0.6427631427854941,training,normal
2004-03-15 03:52:46,0.6346279611332631,training,normal
2004-03-15 04:02:46,0.6392483997340301,training,normal
2004-03-15 04:12:46,0.6454947328022416,training,normal
2004-03-15 04:22:46,0.653466423542256,training,normal
2004-03-15 04:32:46,0.5693028173280682,training,normal
2004-03-15 04:42:46,0.5661978101999783,training,normal
2004-03-15 04:52:46,0.5609026017003199,training,normal
2004-03-15 05:02:46,0.5477817300109304,training,normal
2004-03-15 05:12:46,0.5463110506969606,training,normal
2004-03-15 05:22:46,0.5438696345708568,training,normal
2004-03-15 05:32:46,0.547353324644518,training,normal
2004-03-15 05:42:46,0.5436193694359449,training,normal
2004-03-15 05:52:46,0.5442063778267683,training,normal
2004-03-15 06:02:46,0.543301176505997,training,normal
2004-03-15 06:12:46,0.5458369526226359,training,normal
2004-03-15 06:22:46,0.5472372948697851,training,normal
2004-03-15 06:32:46,0.5496398601877935,training,normal
2004-03-15 06:42:46,0.5521735922955859,training,normal
2004-03-15 06:52:46,0.49452565596458264,training,normal
2004-03-15 07:02:46,0.4890972976421406,training,normal
2004-03-15 07:12:46,0.48628478762751026,training,normal
2004-03-15 07:22:46,0.48512048798405355,training,normal
2004-03-15 07:32:46,0.4885909212770898,training,normal
2004-03-15 12:02:57,0.4838493045207347,training,normal
2004-03-15 12:05:20,0.4854747759634439,training,normal
2004-03-15 12:15:20,0.49117129946760546,training,normal
2004-03-15 12:25:20,0.48853976207840255,training,normal
2004-03-15 12:35:20,0.49429949298933856,training,normal
2004-03-15 12:45:20,0.49426086564906163,training,normal
2004-03-15 12:55:20,0.48717698531247633,training,normal
2004-03-15 13:05:20,0.48137094904308364,training,normal
2004-03-15 13:15:20,0.4845783526247934,training,normal
2004-03-15 13:25:20,0.4898102173478489,training,normal
2004-03-15 13:35:20,0.49232516541538995,training,normal
2004-03-15 13:45:20,0.48747026567430196,training,normal
2004-03-15 13:55:20,0.48556691642056393,training,normal
2004-03-15 14:05:20,0.488767658195673,training,normal
2004-03-15 14:15:20,0.47969583646874203,training,normal
2004-03-15 14:25:20,0.4765215411712901,training,normal
2004-03-15 14:35:20,0.475176428710497,training,normal
2004-03-15 14:45:20,0.48441393068395244,training,normal
2004-03-15 14:55:20,0.555989005474833,training,normal
2004-03-15 15:05:20,0.5451277668771987,training,normal
2004-03-15 15:15:20,0.557101379540514,training,normal
2004-03-15 15:25:20,0.5654865247169,training,normal
2004-03-15 15:35:20,0.5894212677585107,training,normal
2004-03-15 15:45:20,0.5113161707663576,training,normal
2004-03-15 15:55:20,0.5082829875536513,training,normal
2004-03-15 16:05:20,0.5183021505016961,training,normal
2004-03-15 16:15:20,0.5203940194941336,training,normal
2004-03-15 16:25:20,0.4945708131072575,training,normal
2004-03-15 16:35:20,0.48035989251806294,training,normal
2004-03-15 16:45:20,0.4809284478034926,training,normal
2004-03-15 16:55:20,0.4971818976957446,training,normal
2004-03-15 17:05:20,0.49600104637469006,training,normal
2004-03-15 17:15:20,0.49937354193074535,training,normal
2004-03-15 17:25:20,0.4948693731759579,training,normal
2004-03-15 17:35:20,0.4887990832154743,training,normal
2004-03-15 17:45:20,0.4845629069490601,training,normal
2004-03-15 17:55:20,0.4826546215331867,training,normal
2004-03-15 18:05:20,0.48332035528992606,training,normal
2004-03-15 18:15:20,0.4766339509299859,training,normal
2004-03-15 18:25:20,0.47200280342019796,training,normal
2004-03-15 18:35:20,0.4753910786496991,training,normal
2004-03-15 18:45:20,0.47954620451454033,training,normal
2004-03-15 18:55:20,0.4859941507838662,training,normal
2004-03-15 19:05:20,0.4888844263949443,training,normal
2004-03-15 19:15:20,0.4894540744310464,training,normal
2004-03-15 19:25:20,0.4993606517070819,training,normal
2004-03-15 19:35:20,0.538531161346378,training,normal
2004-03-15 19:45:20,0.5505353996180773,training,normal
2004-03-15 19:55:20,0.5474976320626568,training,normal
2004-03-15 20:05:20,0.5522511346266302,training,normal
2004-03-15 20:15:20,0.5483873742530171,training,normal
2004-03-15 20:25:20,0.5460625923045905,training,normal
2004-03-15 20:35:20,0.5403582830449386,training,normal
2004-03-15 20:45:20,0.5432179532212406,training,normal
2004-03-15 20:55:20,0.5658429961564823,training,normal
2004-03-15 21:05:20,0.5580290042862818,training,normal
2004-03-15 21:15:20,0.5566698871864285,training,normal
2004-03-15 21:25:20,0.5556477917784614,training,normal
2004-03-15 21:35:20,0.5615176799805706,training,normal
2004-03-15 21:45:20,0.5582274457679401,training,normal
2004-03-15 21:55:20,0.5580618861487454,training,normal
2004-03-15 22:05:20,0.5532049337314644,training,normal
2004-03-15 22:15:20,0.5580824590322048,training,normal
2004-03-15 22:25:20,0.5595343683993074,training,normal
2004-03-15 22:35:20,0.6348392097800769,training,normal
2004-03-15 22:45:20,0.647009583779538,training,normal
2004-03-15 22:55:20,0.6481558591237206,training,normal
2004-03-15 23:05:20,0.6447641968538624,training,normal
2004-03-15 23:15:20,0.6495702554232958,training,normal
2004-03-15 23:25:20,0.652844642038216,training,normal
2004-03-15 23:35:20,0.6530090000842166,training,normal
2004-03-15 23:45:20,0.6525720304528955,training,normal
2004-03-15 23:55:20,0.6734504179923955,training,normal
2004-03-16 00:05:20,0.6736917578449143,training,normal
2004-03-16 00:15:20,0.6842492033604999,training,normal
2004-03-16 00:25:20,0.6866445693759196,training,normal
2004-03-16 00:35:20,0.693261197842507,training,normal
2004-03-16 00:45:20,0.7113161016197446,training,normal
2004-03-16 00:55:20,0.6368173791644287,training,normal
2004-03-16 01:05:20,0.6396009234922808,training,normal
2004-03-16 01:15:20,0.6373690693797781,training,normal
2004-03-16 01:25:20,0.6299270574366588,training,normal
2004-03-16 01:35:20,0.6110015450276935,training,normal
2004-03-16 01:45:20,0.6087598071657399,training,normal
2004-03-16 01:55:20,0.6098464245553856,training,normal
2004-03-16 02:05:20,0.6143657348100136,training,normal
2004-03-16 02:15:20,0.6179882597473842,training,normal
2004-03-16 02:25:20,0.6178778372484259,training,normal
2004-03-16 02:35:20,0.636106876741553,training,normal
2004-03-16 02:45:20,0.6352963534077849,training,normal
2004-03-16 02:55:20,0.6227583407247032,training,normal
2004-03-16 03:05:20,0.6205401518482807,training,normal
2004-03-16 03:15:20,0.615945020321372,training,normal
2004-03-16 03:25:20,0.6119969623782654,training,normal
2004-03-16 03:35:20,0.6090330954889105,training,normal
2004-03-16 03:45:20,0.6142306016039335,training,normal
2004-03-16 03:55:20,0.6202776267908817,training,normal
2004-03-16 04:05:20,0.6176741397411429,training,normal
2004-03-16 04:15:20,0.6187966797823543,training,normal
2004-03-16 04:25:20,0.6254405525514066,training,normal
2004-03-16 04:35:20,0.625830706749667,training,normal
2004-03-16 04:45:20,0.6421421143056557,training,normal
2004-03-16 04:55:20,0.6531250673433391,training,normal
2004-03-16 05:05:20,0.666253272058471,training,normal
2004-03-16 05:15:20,0.6735255375286007,training,normal
2004-03-16 05:25:20,0.6722550570788878,training,normal
2004-03-16 05:35:20,0.6355855976315059,training,normal
2004-03-16 05:45:20,0.6322192309433432,training,normal
2004-03-16 05:55:20,0.62316143488773,training,normal
2004-03-16 06:05:20,0.6060840812205333,training,normal
2004-03-16 06:15:20,0.6029111854338831,training,normal
2004-03-16 06:25:20,0.6006668160725721,training,normal
2004-03-16 06:35:20,0.5950287090091158,training,normal
2004-03-16 06:45:20,0.588179101571135,training,normal
2004-03-16 06:55:20,0.5691618094169885,training,normal
2004-03-16 07:05:20,0.575366254151978,training,normal
2004-03-16 07:15:20,0.5776471468622856,training,normal
2004-03-16 07:25:20,0.6192628074329266,training,normal
2004-03-16 07:35:20,0.6741880368937866,training,normal
2004-03-16 07:45:20,0.6741013285104713,training,normal
2004-03-16 07:55:20,0.6685082444434877,training,normal
2004-03-16 08:05:20,0.6741718954480604,training,normal
2004-03-16 08:15:20,0.6621197513039083,training,normal
2004-03-16 08:25:20,0.6649286725792435,training,normal
2004-03-16 08:35:20,0.6084482002293817,training,normal
2004-03-16 08:45:20,0.5873407203335583,training,normal
2004-03-16 08:55:20,0.5810252124812878,training,normal
2004-03-16 09:05:20,0.5777229528475626,training,normal
2004-03-16 09:15:20,0.5706507489895815,training,normal
2004-03-16 09:25:20,0.5653288005628517,training,normal
2004-03-16 09:35:20,0.5674301679783446,training,normal
2004-03-16 09:45:20,0.5703248119390565,training,normal
2004-03-16 09:55:20,0.5535202281669608,training,normal
2004-03-16 10:05:20,0.549371204532231,training,normal
2004-03-16 10:15:20,0.5399056261591457,training,normal
2004-03-16 10:25:20,0.5480994234017657,training,normal
2004-03-16 10:35:20,0.5548930048956737,training,normal
2004-03-16 10:45:20,0.5565877100449194,training,normal
2004-03-16 10:55:20,0.5730820700687725,training,normal
2004-03-16 11:05:20,0.5816650027849521,training,normal
2004-03-16 11:15:20,0.5921415038523611,training,normal
2004-03-16 11:25:20,0.6233480694673579,training,normal
2004-03-16 11:35:20,0.6376041361204243,training,normal
2004-03-16 11:45:20,0.6385061423530546,training,normal
2004-03-16 11:55:20,0.6234111361633767,training,normal
2004-03-16 12:05:20,0.6248016482564054,training,normal
2004-03-16 12:15:20,0.616825161124154,training,normal
2004-03-16 12:25:20,0.6264847381356635,training,normal
2004-03-16 12:35:20,0.630651084188892,training,normal
2004-03-16 12:45:20,0.6582680949646129,training,normal
2004-03-16 12:55:20,0.6940460377205745,training,normal
2004-03-16 13:05:20,0.7260992784092234,training,normal
2004-03-16 13:15:20,0.7660970876313147,training,normal
2004-03-16 13:25:20,0.8386301534580087,training,normal
2004-03-16 13:35:20,0.888822895991522,training,normal
2004-03-16 13:45:20,0.8897512234402347,training,normal
2004-03-16 13:55:20,0.9046776956705584,training,normal
2004-03-16 14:05:20,0.9227864660395217,training,normal
2004-03-16 14:15:20,0.8913348896116001,training,normal
2004-03-16 14:25:20,0.8314578618521922,training,normal
2004-03-16 14:35:20,0.8789055480325856,training,normal
2004-03-16 14:45:20,0.8473723159229324,training,normal
2004-03-16 14:55:20,0.8287028911338314,training,normal
2004-03-16 15:05:20,0.7993255280738624,training,normal
2004-03-16 15:15:20,0.7984099689170538,training,normal
2004-03-16 15:25:20,0.7886491504908456,training,normal
2004-03-16 15:35:20,0.7863656377123323,training,normal
2004-03-16 15:45:20,0.7835647997696488,training,normal
2004-03-16 15:55:20,0.776953122787893,training,normal
2004-03-16 16:05:20,0.769279252095826,training,normal
2004-03-16 16:15:20,0.7616807465787067,training,normal
2004-03-16 16:25:20,0.7726294337853321,training,normal
2004-03-16 16:35:20,0.7797521512246741,training,normal
2004-03-16 16:45:20,0.7838318879015975,training,normal
2004-03-16 16:55:20,0.790152487735051,training,normal
2004-03-16 17:05:20,0.7947931730942468,training,normal
2004-03-16 17:15:20,0.799483559893301,training,normal
